id,link
shopify_ZZ_15702948381002_62010088554826,https://coilo.de/colors?color=sakura
shopify_ZZ_15702948381002_61987185787210,https://coilo.de/colors?color=cyan
shopify_ZZ_15702948381002_62010088587594,https://coilo.de/colors?color=cherry
shopify_ZZ_15702948381002_62010088620362,https://coilo.de/colors?color=sunflower
shopify_ZZ_15702948381002_62010091077962,https://coilo.de/colors?color=rose
